,ROI 85,ROI 105,ROI 125
0,0.008133074111767002,0.061514034483936,0.07371830110499603
1,0.011726670971964004,0.047862688308526,0.07522550570278802
2,0.010895537528962024,0.03307652283156601,0.06729910995782501
3,0.00890594964202901,0.042261873278543,0.08584814033673402
4,0.007664516731832022,0.04009871165225801,0.056793394788059004
5,0.009827981855143025,0.05044266460758101,0.085614896307836
6,0.013826240627791003,0.03294445182540401,0.100026388683499
7,0.011593102807024025,0.04083535513796302,0.068074245646562
8,0.010033614582761002,0.04479783614466501,0.084600052148882
9,0.006452091366294016,0.046687843632259,0.06933519226712401
10,0.011192982376007021,0.03639629252676502,0.07813085588820001
11,0.010681980562884025,0.04010824546847799,0.09730711261749
12,0.010796116746011025,0.06504772167689002,0.06553600316362701
13,0.009032733515875024,0.04552106708752701,0.11587030207489402
14,0.012920248993286004,0.06010222189422301,0.056071334501307024
15,0.009737059796356001,0.036458518694341,0.08145040273548701
16,0.010902142711137014,0.04213563163499501,0.08664204546229701
17,0.008143732409297999,0.04921555736904101,0.08437367931977402
18,0.008236798651043015,0.041521111107295006,0.10502820616040401
19,0.007471884040271021,0.05688592509073401,0.087593916527545
20,0.008649930739356021,0.04383309182041001,0.09990815052836302
21,0.009074180938608012,0.04745835786488101,0.07444334192566401
22,0.0045467504799760194,0.014795895793309005,0.024177685895689
23,0.012826970873629023,0.06720487079884901,0.074971080094203
24,0.011091422077006002,0.07661756526208702,0.15905364927681304
25,0.008583261559057004,0.05218047844583701,0.07244460376559803
26,0.01043420437640602,0.08324653936117601,0.12062573635352103
27,0.004209930864117001,0.05510040027989199,0.083972832101877
28,0.010110013521308026,0.06040701152396,0.07392167346988102
29,0.010321206093897,0.06849068336070402,0.080713189239762
30,0.00929945696509002,0.04484344179539401,0.05987771537865902
31,0.007916582586568022,0.04893690516948401,0.06642069815584101
32,0.010058538221804025,0.05093375188333901,0.049213555206451015
33,0.010448338625224013,0.057851764184711996,0.09846414607582002
34,0.009015141515522018,0.05746130337138,0.07435504271677801
35,0.007979150973551008,0.041881206408139,0.07553236110431302
36,0.010316754349811025,0.044877730579305,0.06473842513717501
37,0.008420928434919012,0.050807170180328015,0.08037156789858002
38,0.009912676773126017,0.053646342424924,0.07848867673364202
39,0.008490892885121004,0.061463328117388,0.10248500430472601
40,0.009651053311092006,0.042609618117998016,0.089549204229008
41,0.011695933882357012,0.046584715035456,0.09430784129736303
42,0.011312779959272018,0.05586982289351,0.10346673480222801
43,0.012002075267831008,0.05033773058785601,0.07455890728049303
44,0.006544417091563004,0.048344995663958,0.07489945398549203
45,0.007689794863668026,0.052300976107065994,0.054229422335935
46,0.009913032659423004,0.04715452310396301,0.060234768754235
47,0.008435682789337012,0.044884674030661015,0.063610297188117
48,0.010578270760641023,0.03804513537366,0.08411477472796602
49,0.007657876505396011,0.040526276795917,0.059323854168887025
50,0.010221167692652022,0.04289429371909301,0.080646733814212
51,0.011725813836422017,0.034731957121723,0.076476965798557
52,0.012063471891677002,0.05846026554559999,0.069169215051228
53,0.011305168233741003,0.05077874074937,0.11543949239423901
54,0.009837654227002002,0.049460126690611006,0.07191497875826303
55,0.010154596090134,0.053738402684266995,0.097884567696017
56,0.011008652182556006,0.05163050380117501,0.06537516486102302
57,0.015496866387309016,0.05319007512759599,0.07690032752695902
58,0.011013277809682004,0.052117602772008,0.071223354109163
59,0.007189505210348002,0.03557832742879602,0.089973991839773
60,0.012471928948944,0.030621499868620006,0.07752276101351901
61,0.009857251001177014,0.049097440502123,0.06610130790364202
62,0.013194812191415023,0.035830509332094,0.03542740219587301
63,0.014489496625088999,0.05127376284985499,0.07836424645243001
64,0.012000084003504025,0.04709334216136801,0.09051718359012301
65,0.011100101274153007,0.04889491324929002,0.085608013542289
66,0.013584315457819018,0.05015544796069302,0.09107825407844702
67,0.009612665358381012,0.04673889806993001,0.08649686196658701
68,0.012877880506425021,0.044599204251183994,0.08087970481654702
69,0.009383361179387012,0.057141073800027004,0.08131472214207702
70,0.012313031658886003,0.048703063963046994,0.07851962428971301
71,0.014140585297643005,0.04822395590530501,0.085869681611695
72,0.011220852284923005,0.05036145821611901,0.09073624871870001
73,0.013267176027014022,0.057707394225611,0.105840216992756
74,0.014317579126144009,0.046424235050042006,0.09722085052531002
75,0.010215664768792015,0.051102381655586004,0.06986361030528501
76,0.012170079738429013,0.057784086815405006,0.09984448574181101
