,ROI 86,ROI 65,ROI 66
0,0.027588865467561008,0.028544388267481013,0.0071698355336019814
1,0.026872107700635,0.028775170384374993,0.0058489771369620025
2,0.027758585428746985,0.030883262734236,0.007929888071084995
3,0.028109192685410983,0.024815348595143005,0.007920669612492992
4,0.02583814938037199,0.02825696251513199,0.007174971958038984
5,0.024996874402856,0.026282057139319,0.008896587416028001
6,0.02515618693708499,0.025108501719773996,0.003971680384825982
7,0.02331189823680599,0.025720910361690996,0.010659283770102002
8,0.025125266744945002,0.02541512552602901,0.005970111580447995
9,0.028096440760393,0.027371774720541003,0.00660698535351098
10,0.023078549404074,0.02961626658614,0.0075326846340529885
11,0.023293091405648003,0.02659787983294601,0.008212538242363981
12,0.028662434420660993,0.02615097797018001,0.009248321628239992
13,0.023258181936524985,0.026307623421884002,0.004932358484318999
14,0.023544227545587992,0.028457895414542994,0.009404546933661995
15,0.022583107573306005,0.02612436790377501,0.00809523872684298
16,0.024747424766692006,0.02768769958140399,0.0076922106588299954
17,0.025483910315886982,0.027207692338094003,0.008496911148391989
18,0.022049121009454997,0.02819647306199699,0.009501966184263994
19,0.025453012068529984,0.03150115652486499,0.010618249390386997
20,0.02518657189106599,0.030552932106509,0.010772460143145979
21,0.022584825085195992,0.027650449688358003,0.012301229880070985
22,0.024050890962131005,0.028226447824308,0.006619554183215998
23,0.027815630010703002,0.025512817569856988,0.012133026691701992
24,0.027165699740869992,0.021494976774943997,0.007238301565881983
25,0.025254960176400998,0.02980224624952199,0.00833211760521299
26,0.026609174637961003,0.025785481167569013,0.011224203900474988
27,0.02390956982426498,0.031647853966535994,0.010108351987518999
28,0.029344200075353988,0.023218853631274988,0.01124977292888299
29,0.030011633408622007,0.027990934961590996,0.012960120629417982
30,0.03111505013080698,0.028095879382566996,0.008332389579642996
31,0.032593397779417,0.027012129842611005,0.009118127508878998
32,0.02963943797031099,0.02812502623761101,0.013253407438925002
33,0.031143547771567998,0.023544736924728,0.010095340892639998
34,0.02795694785807698,0.026953632910656,0.01137241671155198
35,0.034277172964715,0.026895130617871993,0.008247514698204977
36,0.04029797439654201,0.024952381251795996,0.0077295172159089764
37,0.04378363153916298,0.025900330757471002,0.011231518476218977
38,0.04584288957952701,0.0249623327838,0.007338769422339991
39,0.05138203983942899,0.025909670241852006,0.007456064262917977
40,0.06026282197359201,0.026706385174981,0.009719223719480002
41,0.07413995139214699,0.026230977365481994,0.008408484306535985
42,0.12313305501037197,0.027613232219834,0.010990123601087004
43,0.413580250818713,0.025409347092753,0.010017587727297994
44,0.5647546274379749,0.02671005972274501,0.009707819292052
45,0.47433742976878795,0.024486610641568013,0.007071512664219987
46,0.40861351562524,0.02477605862726001,0.010070432114201
47,0.321361218248109,0.025181429357398005,0.010009194243842001
48,0.27530752850137097,0.027852257117743,0.008789269710741981
49,0.23635546946720098,0.022518731581613993,0.007884302830433981
50,0.201653599243579,0.024978471835052002,0.01201610199066
51,0.171533367622557,0.023672640475395995,0.01199689015522698
52,0.155618571358199,0.029599792966996996,0.011207536012463992
53,0.14659722480983,0.030053113037096013,0.009652671612533997
54,0.13236852477336997,0.028170252559958003,0.011073993524322978
55,0.11810434576380902,0.032021691121487006,0.007907300265748984
56,0.108649794825742,0.028826362954717993,0.007703087726961988
57,0.098979247255329,0.029124239100811994,0.008569865709219998
58,0.08809220886563099,0.031495463405424,0.007397759126483994
59,0.073485752630118,0.02493677021233301,0.00959603766221298
60,0.06984920741786399,0.028675238524756008,0.007029737855187984
61,0.06425138960485,0.024871357910008995,0.00963977489731599
62,0.05757668885903,0.028267098960532006,0.006764149140814996
