,ROI 17,ROI 83,ROI 84
0,0.0,0.017615000000000006,0.008972000000000008
1,0.0024500000000000077,0.019553,0.00664300000000001
2,0.008465,0.017686999999999994,0.0006690000000000029
3,0.011320999999999998,0.017499,0.006991999999999998
4,0.009642999999999985,0.013853000000000004,0.008676000000000003
5,0.0064519999999999855,0.013082999999999997,0.0033460000000000018
6,0.005305000000000004,0.011847999999999997,0.008400000000000005
7,0.010121999999999992,0.012259000000000006,0.0012160000000000087
8,0.014169999999999988,0.011718000000000006,0.006890000000000007
9,0.014617999999999992,0.017011,0.00460300000000001
10,0.015144999999999992,0.007002999999999995,0.0041059999999999985
11,0.014963000000000004,0.008072999999999997,0.00896000000000001
12,0.01966000000000001,0.005884,0.004929000000000003
13,0.019606999999999986,0.004610000000000003,0.0021870000000000084
14,0.02468899999999999,0.0072460000000000024,0.0007800000000000029
15,0.02932399999999999,0.0072379999999999944,0.00717000000000001
16,0.04215799999999997,0.009249000000000007,0.006056000000000006
17,0.04892799999999997,0.011032,0.004307000000000005
18,0.066602,0.007748000000000005,0.008278000000000008
19,0.12056,0.006936999999999999,0.005601000000000009
20,0.14885700000000002,0.009529999999999997,0.003737000000000004
21,0.164269,0.0075970000000000065,0.008234000000000005
22,0.18362299999999998,0.016215000000000007,0.009817000000000006
23,0.20372,0.009318000000000007,0.0
24,0.20339600000000002,0.006053000000000003,0.004898
25,0.18894699999999998,0.0,0.007608000000000004
26,0.17465599999999998,0.005659999999999998,0.010287000000000004
27,0.159512,0.009940000000000004,0.008355000000000001
28,0.165136,0.007662000000000002,0.0031920000000000004
29,0.15311399999999997,0.02827500000000001,0.016102000000000005
30,0.14641500000000002,0.005174999999999999,0.005044000000000007
31,0.157702,0.007184999999999997,0.004704
32,0.15600199999999997,0.008055000000000007,0.009065000000000004
33,0.16563099999999997,0.010334999999999997,0.00902
34,0.17335,0.018187999999999996,0.011219000000000007
35,0.167064,0.012023000000000006,0.008487000000000008
36,0.17596099999999998,0.015316999999999997,0.006218000000000001
37,0.17583300000000002,0.012000999999999998,0.007151000000000005
38,0.177485,0.017077999999999996,0.009870000000000004
39,0.16443400000000002,0.013535000000000005,0.006627000000000008
40,0.156848,0.012658000000000003,0.007197000000000009
41,0.14893499999999998,0.016644000000000006,0.009690000000000004
42,0.141839,0.015604999999999994,0.009440000000000004
43,0.138017,0.016434000000000004,0.006055000000000005
44,0.15778599999999998,0.015855999999999995,0.005866999999999997
45,0.152625,0.017644999999999994,0.012531
46,0.144268,0.009317000000000006,0.0030040000000000067
47,0.151775,0.016542,0.007550000000000001
